community_id,poi_category,poi_rank,poi_name,poi_type,distance_m,lat,lng,address
10,bank,2,中国建设银行(深圳上塘支行),金融保险服务;银行;中国建设银行,868,22.637641,114.015038,民治街道民塘路中海锦城2栋1-4
10,bank,3,中国民生银行(深圳上塘社区支行),金融保险服务;银行;中国民生银行,868,22.636254,114.015902,民塘路与简上路交叉口(上塘地铁站D1口步行410米)
10,convenience,1,龙昌便利店,购物服务;便民商店/便利店;便民商店/便利店,217,22.632080,114.009988,民治街道简上村二区88一89栋101
10,convenience,2,美宜佳(简上村店),购物服务;便民商店/便利店;便民商店/便利店,222,22.632304,114.010170,新区大道与简上路交叉口西南160米
10,convenience,3,嘎啵综合店,购物服务;便民商店/便利店;便民商店/便利店,232,22.631710,114.009874,简上村
11,bank,1,中国邮政储蓄银行(汇景新城支行),金融保险服务;银行;中国邮政储蓄银行,256,23.150499,113.368165,汇景北路74号首层171(邮电所)
11,bank,2,平安银行(广州汇景新城支行),金融保险服务;银行;平安银行,267,23.149664,113.367795,汇景北路74号B132铺-B137铺
11,bank,3,中国工商银行(广州汇景新城支行),金融保险服务;银行;中国工商银行,274,23.149411,113.367726,亚太盛汇正门旁
11,convenience,1,7-ELEVEn(侨鑫·汇景新城柏菲美泉店),购物服务;便民商店/便利店;7-ELEVEn便利店,305,23.148263,113.367726,汇景南路67-A6-1号
11,convenience,2,七丰便利店,购物服务;便民商店/便利店;便民商店/便利店,420,23.149995,113.374469,大丰汇创意园北门旁
11,convenience,3,美宜佳(汇景店),购物服务;便民商店/便利店;便民商店/便利店,778,23.149181,113.362803,五山街佳佰汇科创园门口侧
12,restaurant,1,广州市松记餐饮业有限公司,公司企业;公司;公司,323,23.101275,113.327875,四季天地北座(赤岗塔地铁站B口步行430米)
12,restaurant,2,广州市万岁餐饮管理有限公司,公司企业;公司;公司,651,23.104025,113.323725,广州塔E区(广州塔地铁站B口步行220米)
12,restaurant,3,广州塔云星餐饮有限公司,公司企业;公司;公司,658,23.106455,113.324550,赤岗街道新鸿社区阅江西路222号负一层
12,bank,1,中国工商银行(广州珠江帝景支行),金融保险服务;银行;中国工商银行,160,23.101961,113.329838,艺洲路821号首层赏湖街1、3号203号
12,bank,2,中国工商银行24小时自助银行(珠江帝景支行),金融保险服务;自动提款机;中国工商银行ATM,162,23.101948,113.329766,艺洲路821号
