date,usd_cny,usd_per100,eur_per100,jpy_per100,hkd_per100,gbp_per100,source_url
2025-03-19,7.1697,716.97,786.33,4.8189,92.278,934.48,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-18,7.1733,717.33,784.39,4.8194,92.323,932.95,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-17,7.1688,716.88,781.96,4.843,92.242,929.41,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-14,7.1738,717.38,781.13,4.8767,92.303,932.49,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-13,7.1728,717.28,783.4,4.8662,92.323,933.16,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-12,7.1696,716.96,784.4,4.8663,92.268,930.4,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-11,7.1741,717.41,781.18,4.9195,92.36,928.01,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-10,7.1733,717.33,780.93,4.8847,92.305,929.94,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-07,7.1705,717.05,776.07,4.8706,92.256,926.65,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-06,7.1692,716.92,775.73,4.8378,92.252,926.36,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-05,7.1714,717.14,764.52,4.8179,92.249,920.58,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-04,7.1739,717.39,755.57,4.8395,92.244,915.33,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-03-03,7.1745,717.45,751.39,4.796,92.252,909.52,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-28,7.1738,717.38,750.45,4.8336,92.26,909.94,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-27,7.1740,717.4,755.56,4.8495,92.302,913.5,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-26,7.1732,717.32,757.13,4.8443,92.298,912,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-25,7.1726,717.26,753.22,4.8137,92.245,908.65,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-24,7.1717,717.17,754.75,4.8332,92.306,911.15,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-21,7.1696,716.96,753.88,4.8227,92.21,910.81,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-20,7.1712,717.12,750.24,4.7807,92.21,907.43,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-19,7.1705,717.05,751.78,4.7559,92.209,910.24,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-18,7.1697,716.97,753.31,4.7616,92.135,908.34,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-17,7.1702,717.02,753.94,4.7424,92.11,905.8,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-14,7.1706,717.06,753.18,4.717,92.091,904.23,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-13,7.1719,717.19,750.61,4.6921,92.09,898.48,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-12,7.1710,717.1,747.35,4.7385,92.021,897.7,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-11,7.1716,717.16,743.69,4.7702,92.075,892.29,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-10,7.1707,717.07,743.25,4.7761,92.054,893.66,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-07,7.1699,716.99,748.15,4.7709,92.084,895.96,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-06,7.1691,716.91,748.43,4.7237,92.054,899.68,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
2025-02-05,7.1693,716.93,747.94,4.6784,92.079,900.11,https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do
