city,year,publish_date,paid_units_wan,paid_persons_wan,deposit_amount_yi,deposit_balance_yi,extract_amount_yi,loan_issued_wan,loan_issued_yi,loan_balance_yi,title,source_org,source_url
广东,2024,2025-04-29,68.28,2274.13,4088.55,10397.66,3339.13,15.23,1017.02,7405.61,广东省住房公积金2024年年度报告,广东省住房和城乡建设厅,https://zfcxjst.gd.gov.cn/xxgk/wjtz/content/post_4704530.html
