date,city,category,scope,district,units,area_sqm,granularity,source_url
2026-06-30,广州,新房,住宅,全市,741,73183.35,city,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,从化区,5,780.44,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,南沙区,37,4083.37,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,增城区,60,6257.34,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,天河区,46,6532.05,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,海珠区,32,4372.84,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,番禺区,72,7885.58,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,白云区,354,29982.95,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,花都区,21,2331.05,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,荔湾区,22,2712.29,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,越秀区,5,423.02,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,广州,新房,住宅,黄埔区,87,7822.43,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-06-30,深圳,二手,住宅,全市,185,18892.70,city,https://fdc.zjj.sz.gov.cn/public/marketInfo/housePriceTrendInfo.html
2026-06-30,深圳,二手,全部,光明,7,758.15,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,南山,40,4526.67,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,坪山,3,266.58,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,大鹏,0,0.00,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,宝安,20,1809.40,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,深汕,0,0.00,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,盐田,8,834.39,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,福田,34,3516.59,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,罗湖,48,3507.58,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,龙华,16,1990.26,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,二手,全部,龙岗,46,4028.00,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,全市,84,9496.48,city,https://fdc.zjj.sz.gov.cn/public/marketInfo/housePriceTrendInfo.html
2026-06-30,深圳,新房,住宅,光明,18,1769.72,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,南山,10,1933.39,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,坪山,6,519.71,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,大鹏,0,0.00,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,宝安,12,1325.78,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,深汕,0,0.00,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,盐田,2,274.95,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,福田,3,372.75,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,罗湖,0,0.00,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,龙华,22,2112.31,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-06-30,深圳,新房,住宅,龙岗,11,1187.87,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,广州,新房,住宅,全市,104,11274.30,city,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,从化区,11,1322.41,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,南沙区,15,1475.51,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,增城区,23,2265.14,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,天河区,2,262.41,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,海珠区,4,507.66,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,番禺区,10,1036.21,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,白云区,8,778.24,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,花都区,11,1189.34,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,荔湾区,3,324.83,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,越秀区,0,0.00,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,广州,新房,住宅,黄埔区,17,2112.56,district,https://zfcj.gz.gov.cn/zfcj/tjxx/spfxstjxx
2026-07-01,深圳,二手,住宅,全市,188,19249.37,city,https://fdc.zjj.sz.gov.cn/public/marketInfo/housePriceTrendInfo.html
2026-07-01,深圳,二手,全部,全市,239,22764.62,city,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,光明,11,822.54,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,南山,29,3207.14,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,坪山,7,600.69,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,大鹏,2,274.52,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,宝安,34,3442.91,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,深汕,0,0.00,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,盐田,2,91.34,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,福田,44,4566.42,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,罗湖,49,4064.49,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,龙华,14,1425.77,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,二手,全部,龙岗,47,4268.80,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,全市,70,8571.17,city,https://fdc.zjj.sz.gov.cn/public/marketInfo/housePriceTrendInfo.html
2026-07-01,深圳,新房,住宅,光明,13,1210.77,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,南山,14,2729.93,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,坪山,2,163.83,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,大鹏,0,0.00,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,宝安,11,1407.82,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,深汕,0,0.00,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,盐田,2,259.02,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,福田,1,105.46,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,罗湖,1,106.05,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,龙华,14,1329.13,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
2026-07-01,深圳,新房,住宅,龙岗,12,1259.16,district,http://zjj.sz.gov.cn/xxgk/ztzl/pubdata/
