post_id,publish_date,updated_date,project_name,district,address,units,area_sqm,avg_price_building,avg_price_inner,list_title,source_org,source_url
3907227,2026-05-19,2026-05-14,五洲家园,斗门区,珠海市斗门区白藤四路88号,4,474.11,17186.37,20482.21,珠海市商品住房销售价格备案公示表（五洲家园20栋4套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3907227.html
3907223,2026-05-19,2026-05-14,星河湖山春晓花园,斗门区,珠海市斗门区乾糖路593号,13,1311.11,9184.04,11144.7,珠海市商品住房销售价格备案公示表（星河湖山春晓花园-593号2、4、9...,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3907223.html
3907221,2026-05-19,2026-05-09,兴格芳邻花园,金湾区,珠海市金湾区金城路666号,1,121.75,19908.9,26043.92,珠海市商品住房销售价格备案公示表（兴格芳邻花园1栋1套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3907221.html
3907220,2026-05-19,2026-05-11,颐景山庄1-3、5-,香洲区,珠海市香洲区园明路268号,12,6919.74,24131.62,24819.57,珠海市商品住房销售价格备案公示表（颐景山庄1-3、5-7栋12套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3907220.html
3907219,2026-05-19,2026-05-12,印象香山花园,香洲区,珠海市香洲区心华路388号,21,2184.89,34347.74,43446.27,珠海市商品住房销售价格备案公示表（印象香山花园1、2、3栋21套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3907219.html
3907214,2026-05-19,2026-05-11,粤海拾桂府(F区域),金湾区,珠海市金湾区泰熙街39号,26,2302.17,18117.79,23041.15,珠海市商品住房销售价格备案公示表（粤海拾桂苑F区3、4栋；C1、2、4...,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3907214.html
3904424,2026-05-13,2026-04-29,北站宝龙广场栋,高新区,珠海市高新区北城西一路288号、金业北路68号,2,166.92,17907.52,23438.59,珠海市商品住房销售价格备案公示表（北站宝龙广场栋C1栋；B1栋2套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904424.html
3904416,2026-05-13,2026-05-09,广银畔山林语花园,斗门区,珠海市斗门区井岸镇盈湾路68号,2,177.24,9799.71,12383.43,珠海市商品住房销售价格备案公示表（广银畔山林语花园1栋2套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904416.html
3904415,2026-05-13,2026-05-09,广银畔山林语花园,斗门区,珠海市斗门区井岸镇盈湾路68号,125,11866.49,11270.1,14171.31,珠海市商品住房销售价格备案公示表（广银畔山林语花园2栋）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904415.html
3904414,2026-05-13,2026-05-09,红树东岸花园,其他,留诗路西、港湾北路南侧,44,4497.49,19767.6,24808.26,珠海市商品住房销售价格备案公示表（红树东岸花园28、29、30、176...,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904414.html
3904411,2026-05-13,2026-04-29,华发水郡花园,斗门区,珠海市斗门区井岸镇环郡路289号,1,464.63,13586.54,13916.92,珠海市商品住房销售价格备案公示表（华发水郡花园-环郡路289号169栋...,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904411.html
3904410,2026-05-13,2026-04-29,家和湾花园,斗门区,珠海市斗门区藤达一路218号,36,3436.78,15630.1,20946.87,珠海市商品住房销售价格备案公示表（家和湾花园9、10、11栋36套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904410.html
3904321,2026-05-13,2026-04-28,金湾宝龙广场-一期E区,金湾区,珠海市金湾区平湖路168号,2,202.14,12000,15548.23,珠海市商品住房销售价格备案公示表（金湾宝龙广场-一期E区1、4栋2套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904321.html
3904318,2026-05-13,2026-04-29,绿景玺悦湾花园北区,香洲区,珠海市香洲区悦湾路66号,1,188.65,36599.74,46896.29,珠海市商品住房销售价格备案公示表（绿景玺悦湾花园北区6栋1套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904318.html
3904317,2026-05-13,2026-04-28,名苑雅居,香洲区,香湖路东侧、香榭路北侧（香洲区香榭路128号）,186,21036.16,42191.04,54376.22,珠海市商品住房销售价格备案公示表（名苑雅居4、5栋）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904317.html
3904316,2026-05-13,2026-05-09,明溪花园,香洲区,三溪G105国道北侧、沥西路东侧（香洲区创源路668号）,13,1206.73,23022.07,28570.84,珠海市商品住房销售价格备案公示表（明溪花园4、5栋13套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904316.html
3904313,2026-05-13,2026-05-08,西湖湿地国际-88号,金湾区,珠海市金湾区秀峰街88号,1,336.99,33890.23,35246.8,珠海市商品住房销售价格备案公示表（西湖湿地国际-88号57栋1套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904313.html
3904312,2026-05-13,2026-04-30,西湖湿地国际花园项目二期3-04地块A区,金湾区,珠海市金湾区三灶镇岭峰路78号,2,308.28,20679.46,25970.84,珠海市商品住房销售价格备案公示表（西湖湿地国际花园-78号1、10栋2...,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904312.html
3904311,2026-05-13,2026-04-30,西湖湿地国际花园项目二期4-05、4-06合并地块A区,金湾区,珠海市金湾区岭峰路81号,4,426.1,20195.39,25330.43,珠海市商品住房销售价格备案公示表（西湖湿地国际花园-81号1、11栋4...,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904311.html
3904307,2026-05-13,2026-04-22,兴格芳邻花园,金湾区,珠海市金湾区金城路666号,51,4808.29,19138.71,24882.44,珠海市商品住房销售价格备案公示表（兴格芳邻花园5栋）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904307.html
3904305,2026-05-13,2026-05-08,云玺花园,高新区,珠海市高新区荟湾路66号,27,3572.47,22202.26,28078.27,珠海市商品住房销售价格备案公示表（云玺花园6、9栋27套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904305.html
3904304,2026-05-13,2026-05-09,中铁建湖心花园,斗门区,斗门区湖心路以西、腾逸路南侧,1,92.45,9411.77,11715.61,珠海市商品住房销售价格备案公示表（中铁建湖心花园6栋1套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904304.html
3904302,2026-05-13,2026-04-28,忠信海畔湾居,金湾区,珠海市金湾区三灶镇金岛路1399号,2,194.4,13170.5,17633.23,珠海市商品住房销售价格备案公示表（忠信海畔湾居4栋2套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904302.html
3904288,2026-05-13,,洲际豪庭三期,其他,平沙镇美平东路2233号,2,185.79,8045.96,9892.52,珠海市商品住房销售价格备案公示表（洲际豪庭三期13栋1套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3904288.html
3901166,2026-04-29,2026-04-23,城市溪谷花园,香洲区,珠海市香洲区神前路536号,14,1577.68,30975.44,37443.46,珠海市商品住房销售价格备案公示表（城市溪谷花园3栋14套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3901166.html
3901165,2026-04-29,2026-04-22,东方润园,金湾区,珠海市金湾区红旗镇虹晖一路39号,309,36648.65,10707.46,13157.2,珠海市商品住房销售价格备案公示表（东方润园9-12、15、16、18栋...,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3901165.html
3901163,2026-04-29,2026-04-27,东方润园,金湾区,珠海市金湾区红旗镇虹晖一路39号,124,13769.77,10651.78,13404.91,珠海市商品住房销售价格备案公示表（东方润园14、17栋124套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3901163.html
3901162,2026-04-29,2026-04-23,华发十字门国际花园A1地块,香洲区,珠海市香洲区景秀二路388号(A1地块),20,2544.97,23810.44,30585.62,珠海市商品住房销售价格备案公示表（华发十字门国际花园A1区1、2、4栋...,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3901162.html
3901161,2026-04-29,2026-04-20,华发天汇广场一期,金湾区,珠海市金湾区泰熙街368号,36,4312.08,24091.14,29850.39,珠海市商品住房销售价格备案公示表（华发天汇广场一期13、14栋）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3901161.html
3901159,2026-04-29,2026-04-20,华发香山湖畔苑,香洲区,珠海市香洲区劳动路99号,10,1432.12,41287.61,54925.37,珠海市商品住房销售价格备案公示表（华发香山湖畔苑1、2栋10套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3901159.html
3901158,2026-04-29,2026-04-22,家人悦园,香洲区,珠海市香洲区翠珠四街289号,1,78.89,25478.63,32216.85,珠海市商品住房销售价格备案公示表（家人悦园1栋1套）,珠海市住房和城乡建设局,https://zjj.zhuhai.gov.cn/zjj/hygl/ywgsgg/spfjgbags/content/post_3901158.html
